student_id,age,gender,state,city_tier,college_tier,branch,degree,cgpa,backlog_history
STU02163,20,Male,Karnataka,2,3,Information Technology,MCA,8.76,2
STU02164,23,Female,West Bengal,2,3,Information Technology,BTech,6.89,0
STU02165,20,Male,Delhi,2,3,Electronics,BE,6.44,0
STU02166,23,Male,Tamil Nadu,3,1,Electronics,BTech,7.32,0
STU02167,20,Male,Gujarat,1,3,Mechanical,MCA,5.79,0
STU02168,24,Male,Karnataka,2,1,Civil,BE,7.77,0
STU02169,25,Male,Telangana,1,2,Mechanical,BE,6.78,0
STU02170,22,Female,Tamil Nadu,2,1,Information Technology,MCA,9.45,0
STU02171,20,Male,Maharashtra,3,3,Information Technology,BE,8.45,0
STU02172,20,Male,Karnataka,1,3,Mechanical,MCA,7.8,0
STU02173,23,Male,West Bengal,1,3,Information Technology,BE,7.57,0
STU02174,23,Male,Maharashtra,2,1,Mechanical,MCA,8.55,0
STU02175,21,Male,West Bengal,3,3,Electronics,BTech,6.53,0
STU02176,24,Male,Delhi,3,3,Civil,MCA,8.03,0
STU02177,22,Male,West Bengal,2,2,Computer Science,BE,7.68,0
STU02178,22,Female,Uttar Pradesh,2,3,Civil,BTech,8.01,0
STU02179,25,Male,Telangana,1,3,Electronics,BTech,7.25,1
STU02180,21,Male,Delhi,2,3,Information Technology,BTech,7.97,0
STU02181,22,Male,Uttar Pradesh,3,3,AI & DS,MCA,8.15,0
STU02182,21,Male,Delhi,2,1,Computer Science,BTech,8.37,1
STU02183,25,Female,Tamil Nadu,2,2,Electronics,BTech,7.8,0
STU02184,24,Male,Delhi,3,3,Electronics,BTech,7.28,1
STU02185,24,Female,Karnataka,2,1,AI & DS,BTech,7.87,0
STU02186,24,Male,Delhi,2,3,Mechanical,MCA,8.01,0
STU02187,24,Male,West Bengal,3,3,AI & DS,BE,7.26,0
STU02188,24,Male,Delhi,3,2,Civil,BE,8.31,0
STU02189,20,Female,Telangana,3,3,Mechanical,MCA,7.24,3
STU02190,25,Male,Karnataka,2,1,Information Technology,BTech,7.96,0
STU02191,25,Female,Delhi,2,3,Computer Science,BE,5.92,0
STU02192,25,Male,Delhi,1,3,AI & DS,BE,7.24,0
STU02193,21,Male,Maharashtra,1,2,Mechanical,BTech,6.9,2
STU02194,20,Male,Uttar Pradesh,3,2,Electronics,BTech,6.8,0
STU02195,21,Male,Uttar Pradesh,3,2,Mechanical,BTech,7.33,0
STU02196,25,Male,Maharashtra,3,1,Information Technology,BTech,7.54,0
STU02197,23,Male,Uttar Pradesh,2,2,Civil,BTech,7.09,0
STU02198,22,Male,Telangana,3,2,Computer Science,MCA,7.53,0
STU02199,25,Female,Delhi,2,3,Computer Science,BE,6.56,0
STU02200,24,Male,Maharashtra,3,2,Computer Science,MCA,9.93,0
STU02201,22,Female,West Bengal,3,3,Mechanical,MCA,7.43,0
STU02202,20,Male,Uttar Pradesh,2,2,Mechanical,MCA,7.72,0
STU02203,22,Male,Gujarat,2,3,AI & DS,BE,7.86,0
STU02204,23,Female,Gujarat,2,2,Electronics,MCA,6.62,0
STU02205,20,Male,Gujarat,2,3,Electronics,BE,6.77,0
STU02206,23,Male,Maharashtra,1,2,Computer Science,BE,8.5,0
STU02207,25,Female,Tamil Nadu,2,2,Mechanical,BE,8.16,0
STU02208,20,Female,West Bengal,3,3,Computer Science,BE,8.12,0
STU02209,20,Male,Maharashtra,2,2,Civil,BTech,6.17,1
STU02210,21,Male,West Bengal,2,3,Information Technology,BE,5.37,0
STU02211,22,Male,Tamil Nadu,2,2,Information Technology,MCA,7.17,0
STU02212,21,Female,Maharashtra,2,2,Information Technology,BTech,9.3,0
STU02213,25,Male,West Bengal,2,2,Civil,BE,7.49,0
STU02214,20,Male,Gujarat,3,3,Electronics,BTech,6.65,1
STU02215,24,Male,Maharashtra,1,3,Civil,BTech,9.33,0
STU02216,21,Female,West Bengal,3,2,Computer Science,MCA,9.37,0
STU02217,20,Male,Telangana,2,3,Civil,BE,9.52,0
STU02218,25,Female,Uttar Pradesh,1,2,Electronics,BTech,8.56,0
STU02219,21,Male,Telangana,1,1,Electronics,BE,8.08,0
STU02220,22,Female,Gujarat,2,1,Civil,BTech,9.03,1
STU02221,23,Male,Gujarat,2,3,Information Technology,MCA,7.8,0
STU02222,21,Male,Delhi,2,2,Electronics,MCA,8.31,0
STU02223,20,Male,Uttar Pradesh,3,3,Civil,BTech,7.9,2
STU02224,21,Male,Karnataka,3,3,Computer Science,BTech,7.92,0
STU02225,24,Male,Karnataka,1,1,Civil,BTech,9.2,2
STU02226,21,Female,West Bengal,1,3,Electronics,BE,6.16,0
STU02227,22,Female,Telangana,3,3,Information Technology,BE,6.76,0
STU02228,23,Female,Karnataka,3,3,AI & DS,BTech,6.26,2
STU02229,21,Female,Uttar Pradesh,1,3,Electronics,BTech,7.06,1
STU02230,20,Male,West Bengal,2,3,Civil,BTech,7.26,0
STU02231,25,Male,Tamil Nadu,2,3,Civil,BTech,7.48,0
STU02232,24,Female,Gujarat,3,3,Electronics,BE,5.3,1
STU02233,24,Other,Uttar Pradesh,2,1,Mechanical,MCA,7.3,0
STU02234,25,Female,Delhi,2,3,Information Technology,BE,8.15,0
STU02235,25,Male,Uttar Pradesh,2,2,Electronics,MCA,7.8,3
STU02236,22,Male,Karnataka,2,2,Information Technology,BTech,7.0,0
STU02237,25,Female,Tamil Nadu,1,2,Computer Science,BTech,7.01,1
STU02238,25,Male,Telangana,1,3,Information Technology,BE,7.43,0
STU02239,20,Female,Gujarat,3,2,Computer Science,BE,6.29,0
STU02240,23,Male,Maharashtra,1,2,Computer Science,MCA,8.35,1
STU02241,23,Male,West Bengal,2,1,AI & DS,BE,8.71,0
STU02242,20,Male,Tamil Nadu,2,3,AI & DS,BTech,7.73,0
STU02243,25,Male,Maharashtra,2,3,Civil,MCA,6.87,1
STU02244,25,Male,Telangana,3,3,Mechanical,BTech,7.89,0
STU02245,22,Male,Delhi,1,3,Electronics,BE,7.61,0
STU02246,24,Male,Uttar Pradesh,3,2,Electronics,BE,7.62,2
STU02247,23,Female,Tamil Nadu,3,3,Computer Science,MCA,6.57,1
STU02248,24,Female,Gujarat,2,3,Civil,MCA,7.45,0
STU02249,21,Male,Gujarat,1,3,Information Technology,BTech,6.55,1
STU02250,24,Male,West Bengal,2,3,Information Technology,BTech,7.51,0
STU02251,21,Male,Karnataka,3,2,Information Technology,MCA,8.41,2
STU02252,22,Female,Delhi,2,2,Civil,MCA,7.81,1
STU02253,20,Female,Maharashtra,3,3,Civil,MCA,6.44,1
STU02254,23,Female,Maharashtra,3,3,Electronics,BTech,7.51,0
STU02255,24,Male,West Bengal,3,1,Civil,BTech,7.69,0
STU02256,22,Female,Karnataka,1,3,Mechanical,BE,7.48,0
STU02257,21,Male,Tamil Nadu,2,2,Electronics,MCA,9.32,0
STU02258,20,Male,Karnataka,2,2,AI & DS,BTech,8.68,0
STU02259,20,Male,Tamil Nadu,1,2,Civil,BE,8.2,0
STU02260,25,Male,Karnataka,3,2,AI & DS,MCA,6.34,0
STU02261,23,Male,Karnataka,2,2,AI & DS,MCA,7.76,0
STU02262,21,Female,Maharashtra,3,3,AI & DS,MCA,8.36,0
STU02263,21,Male,Uttar Pradesh,2,3,Information Technology,MCA,6.71,0
STU02264,23,Male,Tamil Nadu,1,2,Mechanical,BTech,7.18,2
STU02265,20,Female,Tamil Nadu,2,3,Information Technology,MCA,5.74,0
STU02266,25,Male,Uttar Pradesh,1,2,Computer Science,BE,7.32,0
STU02267,25,Female,Tamil Nadu,3,2,Computer Science,BE,7.13,2
STU02268,20,Male,Uttar Pradesh,3,3,AI & DS,MCA,6.14,1
STU02269,25,Other,Tamil Nadu,3,3,Electronics,BTech,7.08,1
STU02270,23,Male,Uttar Pradesh,3,1,Civil,BE,9.57,0
STU02271,23,Female,Karnataka,2,2,Information Technology,BTech,7.82,0
STU02272,24,Male,Telangana,3,2,Information Technology,MCA,6.68,0
STU02273,24,Male,West Bengal,1,3,Electronics,MCA,6.91,0
STU02274,22,Male,Uttar Pradesh,2,1,AI & DS,BTech,7.6,1
STU02275,23,Male,Uttar Pradesh,2,3,AI & DS,BTech,8.66,1
STU02276,24,Female,Delhi,1,3,Mechanical,BTech,7.8,0
STU02277,23,Male,Telangana,3,2,Mechanical,BE,8.31,0
STU02278,22,Male,Gujarat,2,2,Computer Science,BE,7.63,0
STU02279,25,Male,Maharashtra,1,2,Electronics,BE,7.93,0
STU02280,25,Female,Tamil Nadu,1,2,Civil,BTech,7.91,0
STU02281,24,Male,Telangana,3,1,Information Technology,MCA,8.48,0
STU02282,21,Male,Maharashtra,1,2,Mechanical,BTech,8.34,0
STU02283,20,Male,Karnataka,2,2,AI & DS,BTech,7.46,0
STU02284,23,Female,Delhi,3,2,Information Technology,MCA,6.64,0
STU02285,20,Female,Tamil Nadu,1,3,Electronics,BE,7.11,1
STU02286,22,Male,Delhi,1,3,Computer Science,BTech,7.86,0
STU02287,24,Female,Uttar Pradesh,2,3,Mechanical,BTech,7.56,0
STU02288,23,Female,Maharashtra,3,2,Information Technology,MCA,8.3,0
STU02289,25,Female,Gujarat,1,3,AI & DS,BTech,6.64,1
STU02290,21,Male,Gujarat,1,3,Computer Science,BTech,8.88,0
STU02291,20,Male,Maharashtra,1,2,AI & DS,MCA,8.41,0
STU02292,20,Male,Uttar Pradesh,2,3,Information Technology,MCA,6.82,0
STU02293,23,Female,Maharashtra,3,3,Electronics,BE,8.29,2
STU02294,24,Male,Gujarat,3,2,AI & DS,MCA,8.0,1
STU02295,22,Female,Uttar Pradesh,2,3,Computer Science,BTech,5.64,0
STU02296,23,Male,Gujarat,2,1,AI & DS,MCA,8.19,0
STU02297,25,Female,Maharashtra,3,2,Mechanical,MCA,7.86,0
STU02298,23,Male,Karnataka,2,2,Mechanical,BTech,7.29,2
STU02299,20,Male,Delhi,3,2,Mechanical,BE,8.09,2
STU02300,21,Female,Gujarat,2,3,Electronics,BTech,7.16,0
STU02301,24,Female,Tamil Nadu,1,3,Information Technology,BE,7.43,0
STU02302,24,Female,Tamil Nadu,1,3,Mechanical,MCA,9.01,1
STU02303,21,Male,West Bengal,3,1,Electronics,BE,7.8,0
STU02304,25,Male,Maharashtra,3,2,Electronics,MCA,5.83,0
STU02305,22,Female,Gujarat,2,3,AI & DS,BTech,6.75,0
STU02306,21,Female,West Bengal,3,3,Electronics,MCA,7.26,0
STU02307,24,Female,West Bengal,3,3,Civil,MCA,6.68,0
STU02308,25,Male,Uttar Pradesh,2,3,AI & DS,BTech,7.83,1
STU02309,22,Male,Tamil Nadu,3,2,Civil,MCA,7.93,0
STU02310,23,Male,West Bengal,3,1,Computer Science,BTech,7.24,0
STU02311,22,Male,West Bengal,2,3,Information Technology,MCA,9.79,0
STU02312,25,Male,Maharashtra,1,3,Electronics,BTech,6.43,0
STU02313,25,Male,Gujarat,3,2,Civil,BE,7.06,0
STU02314,24,Male,Tamil Nadu,2,2,Information Technology,BE,8.41,2
STU02315,22,Female,Telangana,1,3,Civil,MCA,6.93,0
STU02316,21,Female,Delhi,1,3,Electronics,MCA,7.51,0
STU02317,20,Female,West Bengal,1,3,Computer Science,BE,7.41,0
STU02318,25,Female,West Bengal,2,2,Computer Science,BTech,7.61,0
STU02319,23,Male,Karnataka,3,3,Civil,BE,7.99,0
STU02320,24,Female,West Bengal,3,2,Civil,BTech,6.85,0
STU02321,24,Female,Delhi,3,2,Electronics,MCA,8.28,0
STU02322,23,Female,Gujarat,2,2,Mechanical,MCA,8.25,0
STU02323,25,Female,Uttar Pradesh,3,2,Electronics,MCA,8.15,1
STU02324,20,Male,Tamil Nadu,3,3,Computer Science,MCA,6.65,0
STU02325,25,Male,Gujarat,3,1,Civil,BTech,7.75,0
STU02326,20,Female,Gujarat,2,3,AI & DS,MCA,8.36,2
STU02327,23,Male,Tamil Nadu,3,2,Computer Science,BTech,7.06,2
STU02328,25,Male,Tamil Nadu,3,3,Information Technology,BTech,7.76,0
STU02329,24,Male,Karnataka,3,2,Computer Science,BTech,7.5,0
STU02330,25,Male,West Bengal,3,3,Electronics,BE,7.86,0
STU02331,24,Male,Uttar Pradesh,1,3,Mechanical,BE,7.81,2
STU02332,23,Female,Gujarat,1,3,Civil,BE,8.45,0
STU02333,20,Male,Delhi,1,3,Information Technology,MCA,7.6,0
STU02334,20,Female,West Bengal,1,2,Mechanical,MCA,8.33,1
STU02335,21,Male,Uttar Pradesh,2,2,AI & DS,BE,8.05,0
STU02336,20,Male,West Bengal,2,3,AI & DS,BE,7.97,0
STU02337,25,Female,Delhi,1,3,Mechanical,BE,7.76,0
STU02338,25,Female,West Bengal,2,2,Electronics,MCA,7.9,1
STU02339,22,Male,Gujarat,1,1,Electronics,BTech,9.2,0
STU02340,22,Female,Maharashtra,2,2,Civil,BE,7.97,0
STU02341,22,Male,West Bengal,3,3,Mechanical,BTech,6.99,0
STU02342,25,Female,Maharashtra,2,3,Civil,BTech,6.18,0
STU02343,22,Female,West Bengal,1,2,Mechanical,BTech,7.42,0
STU02344,23,Male,Telangana,1,2,Computer Science,MCA,7.24,0
STU02345,21,Male,Tamil Nadu,2,3,Information Technology,BTech,6.1,0
STU02346,22,Female,West Bengal,1,1,AI & DS,MCA,6.23,1
STU02347,22,Male,Gujarat,1,2,Information Technology,MCA,6.55,0
STU02348,25,Male,Telangana,2,3,AI & DS,BTech,7.28,0
STU02349,23,Female,Maharashtra,3,1,AI & DS,BE,7.56,0
STU02350,22,Male,Delhi,2,2,Civil,BTech,6.76,0
STU02351,22,Other,Tamil Nadu,3,2,Mechanical,BTech,8.11,1
STU02352,25,Male,Uttar Pradesh,2,3,Information Technology,MCA,6.98,0
STU02353,25,Male,Gujarat,2,2,Civil,BE,8.85,0
STU02354,22,Female,Karnataka,2,3,Civil,BE,7.07,0
STU02355,20,Male,Tamil Nadu,3,3,AI & DS,BTech,8.11,0
STU02356,20,Female,Maharashtra,2,3,Information Technology,BTech,6.19,0
STU02357,22,Male,Karnataka,2,1,AI & DS,BTech,8.6,1
STU02358,22,Female,Tamil Nadu,2,2,Electronics,BTech,7.99,2
STU02359,23,Female,Gujarat,3,1,Information Technology,MCA,8.19,0
STU02360,25,Male,Delhi,2,2,Electronics,BTech,10.0,0
STU02361,21,Male,West Bengal,3,3,Electronics,BTech,7.64,1
STU02362,22,Male,Telangana,1,3,Electronics,MCA,6.92,1
STU02363,22,Male,Tamil Nadu,2,3,Computer Science,MCA,8.66,0
STU02364,21,Female,Delhi,2,3,AI & DS,BE,6.71,1
STU02365,23,Male,Telangana,3,3,AI & DS,MCA,6.52,0
STU02366,22,Female,Delhi,3,3,Electronics,BTech,9.61,0
STU02367,25,Male,Karnataka,3,1,Civil,MCA,7.46,0
STU02368,21,Male,Tamil Nadu,3,3,Mechanical,MCA,7.7,0
STU02369,24,Female,Uttar Pradesh,1,1,AI & DS,MCA,7.25,1
STU02370,23,Female,Karnataka,2,1,AI & DS,BE,9.44,0
STU02371,22,Male,West Bengal,2,1,Electronics,BE,8.1,3
STU02372,24,Male,Telangana,3,3,Electronics,BTech,6.71,0
STU02373,23,Male,West Bengal,1,3,Civil,BE,7.53,0
STU02374,21,Male,Uttar Pradesh,3,3,Mechanical,BTech,8.68,0
STU02375,22,Male,Telangana,1,2,Mechanical,MCA,7.5,0
STU02376,22,Male,Delhi,1,2,Civil,BTech,8.7,1
STU02377,23,Female,Uttar Pradesh,1,3,Civil,BTech,7.43,0
STU02378,23,Female,Delhi,1,3,Civil,BTech,8.73,0
STU02379,25,Male,Karnataka,1,3,Electronics,BTech,7.1,0
STU02380,23,Female,Tamil Nadu,3,2,Mechanical,BTech,6.46,2
STU02381,23,Female,Tamil Nadu,2,3,Electronics,BE,7.43,0
STU02382,20,Female,Delhi,3,3,Mechanical,BTech,7.23,0
STU02383,23,Male,Telangana,3,2,Computer Science,BE,7.02,1
STU02384,20,Male,West Bengal,3,2,Civil,MCA,9.59,2
STU02385,20,Male,Uttar Pradesh,2,2,Mechanical,MCA,7.47,0
STU02386,21,Female,Tamil Nadu,3,3,Electronics,BTech,6.55,0
STU02387,24,Female,Telangana,2,3,Electronics,MCA,7.43,2
STU02388,25,Female,Uttar Pradesh,1,3,Civil,BTech,6.84,0
STU02389,23,Female,Maharashtra,2,2,Information Technology,MCA,7.35,0
STU02390,21,Male,Telangana,2,2,Electronics,MCA,6.49,2
STU02391,24,Female,Delhi,3,3,Information Technology,BE,7.1,0
STU02392,22,Male,Gujarat,2,3,Mechanical,BTech,8.41,1
STU02393,24,Female,Tamil Nadu,3,3,Mechanical,BTech,6.02,2
STU02394,24,Male,West Bengal,3,3,Computer Science,BE,8.57,3
STU02395,21,Female,Uttar Pradesh,1,3,AI & DS,MCA,7.97,0
STU02396,23,Male,Telangana,1,2,AI & DS,MCA,7.14,3
STU02397,20,Male,Tamil Nadu,3,3,Electronics,BTech,6.16,0
STU02398,20,Male,West Bengal,1,1,Computer Science,BE,7.48,1
STU02399,22,Male,Maharashtra,2,3,Electronics,BE,7.75,0
STU02400,21,Female,West Bengal,2,2,Civil,BE,7.45,0
STU02401,25,Male,Telangana,2,3,Computer Science,BTech,7.74,0
STU02402,25,Female,Karnataka,1,3,Information Technology,BTech,7.95,0
STU02403,20,Female,West Bengal,1,3,Mechanical,BTech,8.29,0
STU02404,23,Female,Karnataka,3,2,Mechanical,BE,6.15,0
STU02405,23,Female,Telangana,3,2,Electronics,BE,8.94,0
STU02406,23,Female,Gujarat,3,2,Information Technology,BE,7.65,0
STU02407,21,Male,West Bengal,1,2,Electronics,BE,8.45,0
STU02408,21,Male,Karnataka,3,2,Electronics,MCA,6.58,0
STU02409,20,Female,Tamil Nadu,1,2,Computer Science,MCA,8.15,0
STU02410,25,Male,Tamil Nadu,2,3,AI & DS,BE,6.38,2
STU02411,21,Female,West Bengal,3,3,AI & DS,MCA,5.5,0
STU02412,25,Male,West Bengal,2,2,Computer Science,BTech,8.08,0
STU02413,25,Male,Tamil Nadu,2,1,Civil,MCA,8.31,0
STU02414,25,Male,Karnataka,3,3,Electronics,MCA,7.02,0
STU02415,24,Female,Uttar Pradesh,1,2,Computer Science,BTech,7.5,0
STU02416,22,Male,Karnataka,1,3,Mechanical,BTech,6.48,0
STU02417,23,Male,Delhi,3,1,AI & DS,BTech,8.19,0
STU02418,22,Male,Uttar Pradesh,1,2,Electronics,MCA,7.79,0
STU02419,21,Female,Maharashtra,1,3,Civil,BE,6.85,0
STU02420,25,Female,Maharashtra,2,2,Mechanical,BTech,6.26,1
STU02421,25,Male,Tamil Nadu,1,3,Electronics,BE,8.14,0
STU02422,24,Male,Delhi,2,3,Information Technology,BTech,5.7,0
STU02423,22,Male,Karnataka,2,2,Civil,BE,7.65,3
STU02424,20,Male,Uttar Pradesh,2,1,AI & DS,MCA,8.35,2
STU02425,22,Male,Maharashtra,3,1,Electronics,BE,7.75,0
STU02426,25,Male,Tamil Nadu,2,1,Mechanical,MCA,6.98,1
STU02427,24,Female,Tamil Nadu,2,2,AI & DS,BE,8.26,1
STU02428,23,Male,Karnataka,1,3,AI & DS,BE,7.24,0
STU02429,21,Female,Delhi,3,2,AI & DS,MCA,8.47,0
STU02430,23,Male,Telangana,2,2,Mechanical,MCA,6.69,0
STU02431,22,Male,Tamil Nadu,1,3,Civil,BE,7.41,2
STU02432,23,Other,Maharashtra,2,1,Electronics,MCA,6.94,0
STU02433,21,Male,Uttar Pradesh,1,1,Civil,BTech,7.87,1
STU02434,22,Male,Uttar Pradesh,1,2,Information Technology,BTech,8.41,0
STU02435,20,Male,Tamil Nadu,2,3,AI & DS,BE,6.37,0
STU02436,22,Male,Delhi,2,2,Mechanical,MCA,8.52,0
STU02437,24,Male,Karnataka,3,2,AI & DS,MCA,8.34,0
STU02438,23,Male,Uttar Pradesh,1,3,Information Technology,BE,8.81,0
STU02439,25,Male,West Bengal,3,2,Information Technology,BTech,7.09,0
STU02440,21,Female,Telangana,1,3,Mechanical,MCA,7.61,1
STU02441,24,Male,Uttar Pradesh,1,2,Mechanical,BE,6.76,0
STU02442,25,Male,Delhi,3,3,Information Technology,MCA,5.31,0
STU02443,24,Female,Uttar Pradesh,2,2,Computer Science,BE,7.53,0
STU02444,21,Male,West Bengal,2,3,AI & DS,BTech,6.08,0
STU02445,20,Male,Uttar Pradesh,1,3,Civil,MCA,7.5,0
STU02446,21,Female,Telangana,3,3,AI & DS,BTech,7.96,1
STU02447,23,Male,Delhi,2,3,Electronics,BTech,7.37,0
STU02448,25,Male,Delhi,1,3,Civil,BE,5.88,1
STU02449,22,Male,West Bengal,1,3,Information Technology,BTech,6.6,0
STU02450,21,Male,Telangana,1,2,Information Technology,BTech,6.96,0
STU02451,20,Male,Maharashtra,2,3,AI & DS,MCA,7.82,0
STU02452,25,Male,Karnataka,2,1,Mechanical,BE,7.81,1
STU02453,22,Male,Maharashtra,2,2,Mechanical,BE,7.22,0
STU02454,20,Male,Uttar Pradesh,2,3,AI & DS,BTech,6.78,0
STU02455,25,Female,West Bengal,2,1,Mechanical,BTech,7.4,2
STU02456,24,Male,Karnataka,2,2,AI & DS,BTech,8.27,0
STU02457,21,Male,Telangana,2,3,Information Technology,BTech,7.48,0
STU02458,23,Female,Karnataka,1,3,Electronics,MCA,7.22,0
STU02459,21,Male,West Bengal,2,1,Information Technology,BE,8.75,0
STU02460,22,Female,West Bengal,2,3,Electronics,BE,7.95,1
STU02461,21,Male,Gujarat,2,3,Civil,BTech,6.85,1
STU02462,24,Other,Gujarat,2,3,Computer Science,BTech,6.95,0
STU02463,25,Female,Gujarat,3,3,Electronics,MCA,7.27,0
STU02464,21,Male,West Bengal,2,3,AI & DS,BE,7.67,0
STU02465,25,Male,Gujarat,2,3,Mechanical,BE,8.23,1
STU02466,24,Female,Delhi,2,3,Civil,BE,6.39,0
STU02467,25,Female,Telangana,3,2,AI & DS,MCA,9.01,0
STU02468,21,Female,Tamil Nadu,3,3,Electronics,MCA,8.06,0
STU02469,20,Male,Telangana,3,3,Mechanical,BE,8.34,0
STU02470,22,Male,West Bengal,2,3,Information Technology,BE,6.11,0
STU02471,20,Male,Karnataka,1,2,Electronics,BTech,7.89,1
STU02472,21,Female,Tamil Nadu,2,3,Electronics,MCA,5.72,0
STU02473,24,Male,Delhi,3,3,Electronics,BE,6.86,0
STU02474,24,Male,Delhi,2,2,AI & DS,BTech,5.7,2
STU02475,25,Female,Maharashtra,1,3,Mechanical,MCA,7.21,0
STU02476,22,Male,Karnataka,3,3,Electronics,MCA,7.58,0
STU02477,25,Female,West Bengal,3,2,Civil,MCA,6.89,2
STU02478,20,Male,Tamil Nadu,3,3,AI & DS,MCA,7.78,1
STU02479,22,Male,West Bengal,2,2,Information Technology,BTech,7.94,0
STU02480,24,Male,Gujarat,2,3,Computer Science,MCA,6.2,0
STU02481,20,Male,Gujarat,3,2,Computer Science,BTech,8.05,0
STU02482,22,Male,West Bengal,3,2,Mechanical,BTech,7.09,0
STU02483,22,Female,Karnataka,1,2,Information Technology,BE,7.98,0
STU02484,25,Female,West Bengal,3,3,Information Technology,BTech,5.34,1
STU02485,22,Male,West Bengal,1,1,Electronics,MCA,6.45,0
STU02486,25,Male,West Bengal,3,2,AI & DS,BTech,7.07,2
STU02487,21,Female,Gujarat,2,2,Mechanical,MCA,7.62,0
STU02488,20,Female,Tamil Nadu,1,2,Electronics,MCA,8.34,3
STU02489,21,Male,Gujarat,2,2,Electronics,MCA,8.1,0
STU02490,20,Female,Gujarat,2,2,AI & DS,BE,8.34,2
STU02491,24,Male,Maharashtra,2,2,Electronics,MCA,6.92,2
STU02492,21,Male,Tamil Nadu,3,1,Computer Science,BE,7.52,0
STU02493,20,Male,West Bengal,3,3,Electronics,MCA,8.27,1
STU02494,23,Female,Karnataka,3,1,Information Technology,BTech,7.81,0
STU02495,21,Female,West Bengal,3,3,Computer Science,MCA,6.85,0
STU02496,25,Female,Tamil Nadu,1,2,Electronics,BTech,6.9,1
STU02497,21,Male,Tamil Nadu,3,3,Civil,MCA,7.44,0
STU02498,24,Male,West Bengal,2,2,AI & DS,MCA,7.37,1
STU02499,21,Male,Gujarat,1,2,Mechanical,BE,8.82,0
STU02500,21,Female,Telangana,1,2,AI & DS,BE,8.74,0
STU02501,21,Male,Gujarat,2,3,Mechanical,MCA,6.49,0
STU02502,23,Male,Uttar Pradesh,2,2,Computer Science,BE,8.01,3
STU02503,21,Female,Gujarat,3,3,Computer Science,MCA,7.16,2
STU02504,20,Female,Gujarat,3,3,Electronics,BE,8.61,1
STU02505,21,Female,Uttar Pradesh,1,3,Electronics,MCA,6.67,0
STU02506,20,Female,West Bengal,2,2,Electronics,BTech,6.98,1
STU02507,20,Female,Telangana,3,2,AI & DS,BE,6.06,1
STU02508,20,Male,Uttar Pradesh,2,1,AI & DS,MCA,6.67,0
STU02509,22,Other,Uttar Pradesh,2,3,Computer Science,BTech,7.07,0
STU02510,24,Male,Telangana,1,3,Mechanical,BE,7.45,0
STU02511,25,Male,Karnataka,2,3,Electronics,MCA,8.1,0
STU02512,24,Male,Gujarat,1,3,Civil,BTech,9.12,1
STU02513,25,Male,Delhi,2,1,Electronics,MCA,7.02,1
STU02514,20,Male,Gujarat,2,2,AI & DS,BTech,7.56,0
STU02515,21,Male,Telangana,2,3,Electronics,BE,7.56,0
STU02516,24,Male,Telangana,2,1,Mechanical,BTech,7.47,0
STU02517,21,Male,Delhi,2,1,AI & DS,MCA,8.55,0
STU02518,22,Male,Maharashtra,1,2,Information Technology,BTech,7.14,0
STU02519,21,Male,Uttar Pradesh,1,3,Mechanical,BTech,7.75,0
STU02520,21,Male,Telangana,1,1,Computer Science,MCA,7.72,0
STU02521,23,Male,Telangana,1,3,Civil,BE,7.62,0
STU02522,21,Male,Karnataka,3,3,AI & DS,BTech,6.13,0
STU02523,20,Male,Karnataka,2,3,Civil,BTech,7.73,0
STU02524,25,Female,West Bengal,1,1,Civil,MCA,8.01,0
STU02525,22,Male,Uttar Pradesh,1,3,Electronics,BE,5.34,0
STU02526,20,Male,Tamil Nadu,2,3,AI & DS,BE,6.43,0
STU02527,21,Female,Telangana,1,3,Mechanical,MCA,7.89,2
STU02528,21,Female,Uttar Pradesh,3,3,Civil,BE,7.24,0
STU02529,23,Male,Maharashtra,1,3,Information Technology,BE,6.59,0
STU02530,25,Male,Delhi,3,2,Civil,MCA,6.54,1
STU02531,22,Male,Delhi,2,1,Civil,BE,7.73,0
STU02532,21,Male,Tamil Nadu,2,3,Information Technology,BE,6.55,0
STU02533,20,Female,Karnataka,1,3,Computer Science,MCA,8.53,0
STU02534,21,Male,Telangana,2,3,Computer Science,BE,6.68,1
STU02535,21,Female,Delhi,1,3,Information Technology,BE,6.83,0
STU02536,24,Male,Delhi,1,3,Information Technology,BE,6.79,0
STU02537,25,Female,Karnataka,2,1,Mechanical,BTech,7.93,3
STU02538,22,Female,Maharashtra,1,3,Mechanical,BE,6.73,1
STU02539,24,Male,Uttar Pradesh,2,2,Civil,BTech,8.59,1
STU02540,23,Female,Karnataka,2,3,Information Technology,BTech,7.86,1
STU02541,20,Female,Telangana,3,2,AI & DS,BE,7.31,0
STU02542,24,Male,Karnataka,3,3,Civil,BE,6.7,0
STU02543,22,Female,Karnataka,1,2,Mechanical,BTech,7.94,0
STU02544,24,Male,Uttar Pradesh,3,3,Computer Science,BE,7.28,0
STU02545,24,Female,Uttar Pradesh,1,2,AI & DS,BE,8.13,1
STU02546,24,Male,Uttar Pradesh,3,2,Mechanical,BTech,7.11,0
STU02547,22,Male,Tamil Nadu,3,2,Information Technology,BTech,7.75,0
STU02548,20,Female,Tamil Nadu,3,2,Information Technology,MCA,7.52,0
STU02549,25,Male,Delhi,3,3,AI & DS,MCA,7.79,2
